time,strategy,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-05 09:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-05 09:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,330.9700012207031,151.0,0.0
2023-01-05 12:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-05 12:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,330.9700012207031,227.0,0.0
2023-01-05 15:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-05 15:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,330.9700012207031,340.0,0.0
2023-01-06 09:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-06 09:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,332.17999267578125,508.0,0.0
2023-01-06 12:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-06 12:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,332.17999267578125,762.0,0.0
2023-01-06 15:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-06 15:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,332.17999267578125,1143.0,0.0
2023-01-13 09:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-13 09:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,339.1600036621094,1679.0,0.0
2023-01-13 12:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-13 12:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,339.1600036621094,2519.0,0.0
2023-01-13 15:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-13 15:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,339.1600036621094,3778.0,0.0
2023-01-18 09:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-18 09:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,339.57000732421875,5661.0,0.0
2023-01-18 12:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-18 12:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,339.57000732421875,8491.0,0.0
2023-01-18 15:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-18 15:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,339.57000732421875,12737.0,0.0
2023-01-27 09:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-27 09:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,339.3999938964844,19099.0,0.0
2023-01-27 12:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-27 12:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,339.3999938964844,28648.0,0.0
2023-01-27 15:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-27 15:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,339.3999938964844,42972.0,0.0
2023-02-03 09:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-03 09:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,338.7699890136719,64578.0,0.0
2023-02-03 12:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-03 12:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,338.7699890136719,96867.0,0.0
2023-02-03 15:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-03 15:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,338.7699890136719,145301.0,0.0
2023-02-06 09:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-06 09:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,337.6499938964844,218674.0,0.0
2023-02-06 12:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-06 12:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,337.6499938964844,328011.0,0.0
2023-02-06 15:30:00-05:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-06 15:30:00-05:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,337.6499938964844,492017.0,0.0
2023-03-17 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-03-17 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,320.7200012207031,773743.0,0.0
2023-03-17 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-03-17 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,320.7200012207031,1160615.0,0.0
2023-03-17 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-03-17 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,320.7200012207031,1740922.0,0.0
2023-03-29 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-03-29 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,328.8800048828125,2546591.0,0.0
2023-03-29 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-03-29 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,328.8800048828125,3819886.0,0.0
2023-03-29 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-03-29 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,328.8800048828125,5729829.0,0.0
2023-03-30 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-03-30 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,329.5899963378906,8576229.0,0.0
2023-03-30 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-03-30 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,329.5899963378906,12864344.0,0.0
2023-03-30 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-03-30 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,329.5899963378906,19296516.0,0.0
2023-03-31 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-03-31 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,329.5899963378906,28944774.0,0.0
2023-03-31 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-03-31 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,329.5899963378906,43417161.0,0.0
2023-03-31 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-03-31 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,329.5899963378906,65125741.0,0.0
2023-04-04 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-04 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,334.0,96398770.0,0.0
2023-04-04 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-04 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,334.0,144598155.0,0.0
2023-04-04 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-04 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,334.0,216897233.0,0.0
2023-04-05 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-05 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,334.3500061035156,325005269.0,0.0
2023-04-05 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-05 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,334.3500061035156,487507903.0,0.0
2023-04-05 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-05 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,334.3500061035156,731261855.0,0.0
2023-04-06 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-06 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,334.3500061035156,1096892782.0,0.0
2023-04-06 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-06 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,334.3500061035156,1645339173.0,0.0
2023-04-06 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-06 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,334.3500061035156,2468008760.0,0.0
2023-04-10 08:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-04-10 08:30:00-04:00,SentimentTrader,DIA,buy,stop,fill,1,day,0.0,1,stock,336.7560012817383,1160615.0,0.0
2023-04-10 08:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-04-10 08:30:00-04:00,SentimentTrader,DIA,buy,stop,fill,1,day,0.0,1,stock,336.7560012817383,1740922.0,0.0
2023-04-10 08:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-04-10 08:30:00-04:00,SentimentTrader,DIA,buy,stop,fill,1,day,0.0,1,stock,336.7560012817383,773743.0,0.0
2023-04-11 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-11 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,338.6099853515625,3653611332.0,0.0
2023-04-11 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-11 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,338.6099853515625,5480416998.0,0.0
2023-04-11 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-11 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,338.6099853515625,8220625497.0,0.0
2023-04-12 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-12 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,337.07000732421875,12387274833.0,0.0
2023-04-12 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-12 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,337.07000732421875,18580912250.0,0.0
2023-04-12 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-12 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,337.07000732421875,27871368375.0,0.0
2023-04-13 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-13 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,339.94000244140625,41454090169.0,0.0
2023-04-13 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-13 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,339.94000244140625,62181135254.0,0.0
2023-04-13 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-13 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,339.94000244140625,93271702881.0,0.0
2023-04-19 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-19 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,337.42999267578125,140948271908.0,0.0
2023-04-19 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-19 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,337.42999267578125,211422407862.0,0.0
2023-04-19 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-19 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,337.42999267578125,317133611793.0,0.0
2023-04-20 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-20 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,338.260009765625,474533151489.0,0.0
2023-04-20 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-20 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,338.260009765625,711799727233.0,0.0
2023-04-20 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-20 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,338.260009765625,1067699590850.0,0.0
2023-04-21 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-21 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,338.260009765625,1600677950636.0,0.0
2023-04-21 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-21 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,338.260009765625,2401016925954.0,0.0
2023-04-21 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-21 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,338.260009765625,3601525388931.0,0.0
2023-04-25 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-25 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,335.6000061035156,5445107230668.0,0.0
2023-04-25 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-25 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,335.6000061035156,8167660846002.0,0.0
2023-04-25 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-25 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,335.6000061035156,12251491269003.0,0.0
2023-04-26 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-26 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,334.17999267578125,18455326327586.0,0.0
2023-04-26 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-26 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,334.17999267578125,27682989491379.0,0.0
2023-04-26 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-26 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,334.17999267578125,41524484237069.0,0.0
2023-04-27 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-27 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,337.19000244140625,61730708522211.0,0.0
2023-04-27 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-27 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,337.19000244140625,92596062783316.0,0.0
2023-04-27 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-27 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,337.19000244140625,138894094174974.0,0.0
2023-05-05 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-05-05 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,334.260009765625,210167378323816.0,0.0
2023-05-05 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-05-05 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,334.260009765625,315251067485724.0,0.0
2023-05-05 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-05-05 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,334.260009765625,472876601228586.0,0.0
2023-05-10 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-05-10 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,333.739990234375,710420126309704.0,0.0
2023-05-10 12:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-05-10 12:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,333.739990234375,1065630189464556.0,0.0
2023-05-10 15:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-05-10 15:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,333.739990234375,1598445284196834.0,0.0
2023-05-11 09:30:00-04:00,SentimentTrader,DIA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-05-11 09:30:00-04:00,SentimentTrader,DIA,sell,market,fill,1,gtc,0.0,1,stock,334.4200134277344,2392792411271068.0,0.0
